no_bap,no_voucher,date,
BAP 13-1088,161/SBM/RMH/13.05,2013-12-19,161/SBM/1/38.26.1/V/13
BAP 13-1089,264/SBM/RMH/13.03,2013-12-19,264/SBM/1/38.26.1/IX/13
BAP 13-1090,139/SBM/RMH/13.04,2013-12-19,139/SBM/1/38.26.1/V/13
BAP 13-1091,082/SBM/RMH/13.05,2013-12-19,082/SBM/1/38.26.1/IV/13
BAP 13-1091,082/SBM/RMH/13.05,2013-12-19,082/SBM/1/38.26.1/IV/13
BAP 13-1092,229/SBM/RMH/13.03,2013-12-19,229/SBM/1/38.26.1/VIII/13
BAP 13-1093,266/SBM/RMH/13.01,2014-01-08,266/SBM/1/31.26.1/IX/13
BAP 13-1093,266/SBM/RMH/13.01,2014-01-08,266/SBM/1/31.26.1/IX/13
BAP 13-1095,050/SBM/RMH/13.06,2013-12-19,050/SBM/1/31.26.1/II/13
BAP 13-1096,085/SBM/RMH/13.06,2013-12-19,085/SBM/1/35.26.1/IV/13
BAP 13-1097,044/SBM/RMH/13.06,2013-12-19,044/SBM/1/31.26.1/II/13
BAP 13-1097,044/SBM/RMH/13.06,2013-12-19,044/SBM/1/31.26.1/II/13
BAP 13-1098,089/SBM/RMH/13.06,2013-12-19,089/SBM/1/5.26.1/IV/13
BAP 13-1099,310/SBM/PRS/13.01,2013-12-19,310/SPK/EST/CG/X/13
BAP 13-1100,369/SBM/PRS/13.01,2013-12-19,369/SBM/1/1.4.4/XII/13
BAP 13-1100,369/SBM/PRS/13.01,2013-12-19,369/SBM/1/1.4.4/XII/13
BAP 13-1100,369/SBM/PRS/13.01,2013-12-19,369/SBM/1/1.4.4/XII/13
BAP 13-1101,060/SBM/PRS/12.07,2013-12-19,060/SBM/1/38.4.4/III/12
BAP 13-1101,060/SBM/PRS/12.07,2013-12-19,060/SBM/1/38.4.4/III/12
BAP 13-1101,060/SBM/PRS/12.07,2013-12-19,IL.007/T-060/12
BAP 13-1103,282/SPK/EST/13.04,2013-12-19,282/SPK/EST/CG/IX/13
BAP 13-1104,192/SPK/TMN/13.06,2013-12-19,192/SPK/EST/CG/VII/13
BAP 13-1105,283/SPK/EST/13.04,2013-12-19,283/SPK/EST/CG/IX/13
BAP 13-1106,204/SBM/RMH/13.04,2013-12-19,204/SBM/1/36.26.1/VII/13
BAP 13-1107,269/SBM/RMH/13.04,2013-12-19,269/SBM/1/36.26.1/IX/13
BAP 13-1107,269/SBM/RMH/13.04,2013-12-19,269/SBM/1/36.26.1/IX/13
BAP 13-1108,133/SBM/RMH/13.06,2013-12-19,133/SBM/1/36.26.1/V/13
BAP 13-1110,265/SBM/RMH/13.04,2013-12-19,265/SBM/1/36.26.1/IX/13
BAP 13-1111,100/SBM/RMH/13.07,2013-12-19,100/SBM/1/36.26.1/IV/13
BAP 13-1113,285/SBM/RMH/13.04,2013-12-19,285/SBM/1/36.26.1/IX/13
BAP 13-1115,036/SBM/RMH/13.10,2013-12-19,036/SBM/1/36.26.1/II/13
BAP 13-1116,054/SBM/RMH/13.09,2013-12-19,054/SBM/1/36.26.1/III/13
BAP 13-1116,054/SBM/RMH/13.09,2013-12-19,IL.004/T-054/13
BAP 13-1116,054/SBM/RMH/13.09,2013-12-19,IL.004/T-054/13
BAP 13-1117,035/SBM/RMH/13.09,2013-12-19,035/SBM/1/36.26.1/II/13
BAP 13-1118,145/SBM/RMH/13.06,2013-12-19,145/SBM/1/36.26.1/V/13
BAP 13-1119,064/SBM/RMH/13.04,2013-12-19,064/SBM/1/31.26.1/III/13
BAP 13-1120,240/SBM/PRS/13.04,2013-12-19,Add-01-240/13
BAP 13-1120,240/SBM/PRS/13.04,2013-12-19,Add-01-240/13
BAP 13-1121,134/SBM/RMH/12.05,2013-09-12,134/SBM/1/36.26.1/VI/12
BAP 13-1121,134/SBM/RMH/12.05,2013-09-12,IL.001/T-134/12
BAP 13-1121,134/SBM/RMH/12.05,2013-09-12,IL.001/T-134/12
BAP 13-1121,134/SBM/RMH/12.05,2013-09-12,IL.001/T-134/12
BAP 13-1122,001/SBM/PRS/13.01,2013-01-15,001/SBM/1/38.13.4/I/13
BAP 13-1123,001/SBM/PRS/13.03,2013-06-04,001/SBM/1/38.13.4/I/13
BAP 13-1123,001/SBM/PRS/13.03,2013-06-04,001/SBM/1/38.13.4/I/13
BAP 14-0001,301/SBM/PRS/13.02,2014-01-08,301/SBM/1/27.3.4/X/13
BAP 14-0001,301/SBM/PRS/13.02,2014-01-08,IL.001/T-301/13
BAP 14-0001,301/SBM/PRS/13.02,2014-01-08,IL.001/T-301/13
BAP 14-0002,114/SBM/PRS/12.02,2014-01-07,114/SBM/1/35.3.4/VI/12
BAP 14-0002,114/SBM/PRS/12.02,2014-01-07,114/SBM/1/35.3.4/VI/12
BAP 14-0002,114/SBM/PRS/12.02,2014-01-07,Add-01-114/12
BAP 14-0002,114/SBM/PRS/12.02,2014-01-07,Add-01-114/12
BAP 14-0002,114/SBM/PRS/12.02,2014-01-07,Add-01-114/12
BAP 14-0002,114/SBM/PRS/12.02,2014-01-07,IL.002/K-114/12
BAP 14-0002,114/SBM/PRS/12.02,2014-01-07,IL.002/K-114/12
BAP 14-0002,114/SBM/PRS/12.02,2014-01-07,IL.002/K-114/12
BAP 14-0003,248/SPK/EST/13.02,2014-01-08,248/SPK/EST/CG/IX/13
BAP 14-0004,116/SBM/RMH/13.06,2014-01-09,116/SBM/1/35.26.1/IV/13
BAP 14-0005,313/SBM/MASJID/13.03,2014-01-08,313/SBM/1/1.16.3/X/13
BAP 14-0006,226/SBM/RMH/13.04,2014-01-08,226/SBM/1/36.26.1/VII/13
BAP 14-0006,226/SBM/RMH/13.04,2014-01-08,226/SBM/1/36.26.1/VII/13
BAP 14-0007,305/SBM/RMH/13.02,2014-01-08,305/SBM/1/5.26.1/X/13
BAP 14-0008,132/SBM/RMH/13.05,2014-01-08,132/SBM/1/27.26.1/V/13
BAP 14-0009,181/SBM/RMH/13.03,2014-01-08,181/SBM/1/38.26.1/VI/13
BAP 14-0011,268/SBM/RMH/13.02,2014-01-08,268/SBM/1/38.26.1/IX/13
BAP 14-0012,300/SBM/PRS/13.01,2013-10-16,300/SBM/1/36.3.4/X/13
BAP 14-0013,300/SBM/PRS/13.02,2014-01-08,300/SBM/1/36.3.4/X/13
BAP 14-0015,377/SPK/EST/13.01,2014-01-09,377/SPK/EST/CG/XII/13
BAP 14-0015,377/SPK/EST/13.01,2014-01-09,377/SPK/EST/CG/XII/13
BAP 14-0015,377/SPK/EST/13.01,2014-01-09,377/SPK/EST/CG/XII/13
BAP 14-0015,377/SPK/EST/13.01,2014-01-09,377/SPK/EST/CG/XII/13
BAP 14-0016,378/SPK/EST/13.01,2014-01-09,378/SPK/EST/CG/XII/13
BAP 14-0016,378/SPK/EST/13.01,2014-01-09,378/SPK/EST/CG/XII/13
BAP 14-0016,378/SPK/EST/13.01,2014-01-09,378/SPK/EST/CG/XII/13
BAP 14-0016,378/SPK/EST/13.01,2014-01-09,378/SPK/EST/CG/XII/13
BAP 14-0018,034/SBM/RMH/13.05,2014-01-16,034/SBM/1/38.26.1/II/13
BAP 14-0018,034/SBM/RMH/13.05,2014-01-16,034/SBM/1/38.26.1/II/13
BAP 14-0019,102/SBM/RMH/13.04,2014-02-06,102/SBM/1/38.26.1/IV/13
BAP 14-0020,152/SBM/RMH/13.04,2014-01-16,152/SBM/1/27.26.1/V/13
BAP 14-0021,282/SPK/EST/13.05,2014-01-16,282/SPK/EST/CG/IX/13
BAP 14-0022,283/SPK/EST/13.05,2014-01-16,283/SPK/EST/CG/IX/13
BAP 14-0023,377/SPK/EST/13.02,2014-01-16,377/SPK/EST/CG/XII/13
BAP 14-0024,378/SPK/EST/13.02,2014-01-16,378/SPK/EST/CG/XII/13
BAP 14-0025,038/SBM/TMN/13.02,2014-01-16,038/SBM/1/1.12.5/II/13
BAP 14-0026,309/SPK/EST/13.03,2014-01-16,309/SPK/EST/CG/X/13
BAP 14-0026,309/SPK/EST/13.03,2014-01-16,IL.004/K-309/13
BAP 14-0027,296/SBM/TMN/13.01,2014-01-16,296/SBM/1/1.12.5/X/13
BAP 14-0027,296/SBM/TMN/13.01,2014-01-16,296/SBM/1/1.12.5/X/13
BAP 14-0027,296/SBM/TMN/13.01,2014-01-16,296/SBM/1/1.12.5/X/13
BAP 14-0028,126/SBM/RMH/13.06,2014-01-16,126/SBM/1/35.26.1/V/13
BAP 14-0029,356/SBM/RMH/13.02,2014-01-16,356/SBM/1/38.26.1/XI/13
BAP 14-0030,330/SBM/PROM/13.03,2014-01-16,330/SBM/Prom/Mkt/X/13
BAP 14-0034,290/SBM/RMH/13.03,2014-01-23,290/SBM/1/36.26.1/IX/13
BAP 14-0035,232/SBM/PRS/13.04,2014-01-21,232/SBM/1/5.13.4/VIII/13
BAP 14-0036,302/SBM/RMH/13.02,2014-01-23,302/SBM/1/35.26.1/X/13
BAP 14-0037,074/SBM/13.06,2014-02-10,074/SBM/1/36.26.1/III/13
BAP 14-0038,071/SBM/RMH/12.06,2014-01-21,071/SBM/1/35.26.1/III/12
BAP 14-0038,071/SBM/RMH/12.06,2014-01-21,Add-01-071/12
BAP 14-0038,071/SBM/RMH/12.06,2014-01-21,IL.004/T-071/12
BAP 14-0038,071/SBM/RMH/12.06,2014-01-21,IL.004/T-071/12
BAP 14-0038,071/SBM/RMH/12.06,2014-01-21,IL.004/T-071/12
BAP 14-0039,095/SBM/RMH/12.07,2014-01-21,IL.003/T-095/12
BAP 14-0039,095/SBM/RMH/12.07,2014-01-21,IL.003/T-095/12
BAP 14-0039,095/SBM/RMH/12.07,2014-01-21,IL.003/T-095/12
BAP 14-0040,280/SBM/RMH/12.06,2014-01-21,IL.001/T-280/12
BAP 14-0040,280/SBM/RMH/12.06,2014-01-21,IL.001/T-280/12
BAP 14-0041,055/SPK/EST/13.11,2014-01-21,055/SPK/EST/CG/III/13
BAP 14-0042,276/SBM/PRS/13.01,2014-01-21,276/SBM/1/1.3.4/IX/13
BAP 14-0043,318/SBM/RMH/13.01,2014-01-21,318/SBM/1/26.26.1/X/13
BAP 14-0044,304/SBM/RMH/13.02,2014-01-21,304/SBM/1/5.26.1/X/13
BAP 14-0045,303/SBM/RMH/13.02,2014-01-21,303/SBM/1/5.26.1/X/13
BAP 14-0046,228/SBM/RMH/13.02,2014-01-21,228/SBM/1/5.26.1/VIII/13
BAP 14-0047,109/SBM/RMH/13.06,2014-01-21,109/SBM/1/38.26.1/IV/13
BAP 14-0048,292/SBM/1/38.26.1/3,2014-01-21,292/SBM/1/38.26.1/IX/13
BAP 14-0049,285/SBM/RMH/13.05,2014-01-21,285/SBM/1/36.26.1/IX/13
BAP 14-0050,204/SBM/RMH/13.05,2014-01-21,204/SBM/1/36.26.1/VII/13
BAP 14-0051,265/SBM/RMH/13.05,2014-01-21,265/SBM/1/36.26.1/IX/13
BAP 14-0052,269/SBM/RMH/13.05,2014-01-21,269/SBM/1/36.26.1/IX/13
BAP 14-0053,133/SBM/RMH/13.07,2014-01-21,133/SBM/1/36.26.1/V/13
BAP 14-0054,100/SBM/RMH/13.08,2014-01-21,100/SBM/1/36.26.1/IV/13
BAP 14-0055,323/SPK/EST/13.01,2014-01-21,323/SPK/EST/CG/X/13
BAP 14-0056,364/SBM/PRS/13.01,2014-01-23,364/SBM/1/1.4.4/XI/13
BAP 14-0057,153/SBM/RMH/13.04,2014-01-27,153/SBM/1/27.26.1/V/13
BAP 14-0058,129/SPK/EST/13.02,2014-01-23,129/SPK/EST/CG/V/13
BAP 14-0059,210/SBM/ME/13.02,2014-01-23,210/SBM/1/27.5.6/VII/13
BAP 14-0060,307/SPK/EST/13.01,2014-01-23,307/SPK/EST/CG/X/13
BAP 14-0060,307/SPK/EST/13.01,2014-01-23,Add-01-307/13
BAP 14-0061,231/SBM/RMH/13.03,2014-01-23,231/SBM/1/5.26.1/VIII/13
BAP 14-0062,365/SBM/RMH/13.01,2014-01-23,365/SBM/1/5.26.1/XI/13
BAP 14-0064,238/SBM/RMH/13.03,2014-01-28,238/SBM/1/26.26.1/VIII/13
BAP 14-0065,223/SPK/EST/13.02,2014-01-28,223/SPK/EST/CG/VIII/13
BAP 14-0067,313/SBM/MASJID/13.04,2014-01-29,313/SBM/1/1.16.3/X/13
BAP 14-0068,261/SBM/PRS/13.03,2014-09-25,261/SBM/1/27.3.4/IX/13
BAP 14-0069,262/SPK/EST/13.03,2014-01-30,262/SPK/EST/CG/IX/13
BAP 14-0070,096/SBM/RMH/13.06,2014-01-30,096/SBM/1/36.26.1/IV/13
BAP 14-0071,311/SBM/RMH/13.03,2014-01-30,311/SBM/1/35.26.1/X/13
BAP 14-0072,237/SBM/RMH/13.03,2014-01-30,237/SBM/1/35.26.1/VIII/13
BAP 14-0073,177/SPK/EST/13.05,2014-01-30,177/SPK/EST/CG/VI/13
BAP 14-0073,177/SPK/EST/13.05,2014-01-30,IL.005/K-177/13
BAP 14-0074,178/SPK/EST/13.05,2014-01-30,178/SPK/EST/CG/VI/13
BAP 14-0074,178/SPK/EST/13.05,2014-01-30,IL.005/K-178/13
BAP 14-0075,003/SBM/TMN/14.01,2014-03-13,003/SBM/1/1.12.5/I/14
BAP 14-0077,367/SPK/EST/13.01,2014-02-04,367/SPK/EST/CG/XI/13
BAP 14-0078,006/SPK/EST/14.01,2014-02-04,006/SPK/EST/CG/I/14
BAP 14-0080,134/SBM/RMH/12.06,2014-02-06,134/SBM/1/36.26.1/VI/12
BAP 14-0080,134/SBM/RMH/12.06,2014-02-06,IL.001/T-134/12
BAP 14-0081,362/SBM/RMH/13.02,2014-02-06,362/SBM/1/5.26.1/XI/13
BAP 14-0082,390/SBM/RMH/13.01,2014-02-06,390/SBM/1/36.26.1/XII/13
BAP 14-0085,268/SBM/RMH/13.03,2014-02-06,268/SBM/1/38.26.1/IX/13
BAP 14-0087,329/SBM/RMH/13.01,2014-02-06,329/SBM/1/38.26.1/X/13
BAP 14-0087,329/SBM/RMH/13.01,2014-02-06,329/SBM/1/38.26.1/X/13
BAP 14-0088,342/SBM/RMH/13.01,2014-02-06,342/SBM/1/38.26.1/X/13
BAP 14-0088,342/SBM/RMH/13.01,2014-02-06,342/SBM/1/38.26.1/X/13
BAP 14-0089,276/SBM/RMH/12.06,2014-02-06,276/SBM/1/38.26.1/XI/12
BAP 14-0089,276/SBM/RMH/12.06,2014-02-06,IL.002/T-276/12
BAP 14-0089,276/SBM/RMH/12.06,2014-02-06,IL.002/T-276/12
BAP 14-0089,276/SBM/RMH/12.06,2014-02-06,IL.002/T-276/12
BAP 14-0090,330/SBM/12.06,2014-02-06,330/SBM/1/38.26.1/XII/12
BAP 14-0090,330/SBM/12.06,2014-02-06,IL.002/T-330/12
BAP 14-0090,330/SBM/12.06,2014-02-06,IL.002/T-330/12
BAP 14-0090,330/SBM/12.06,2014-02-06,IL.002/T-330/12
BAP 14-0092,298/SBM/JPO/13.02,2014-02-06,298/SBM/1/1.4.3/X/13
BAP 14-0094,066/SBM/RMH/13.06,2014-02-10,066/SBM/1/31.26.1/III/13
BAP 14-0095,203/SBM/PRS/13.02,2014-02-10,203/SBM/1/1.1.8/VII/13
BAP 14-0097,325/SBM/RMH/12.05,2014-02-06,325/SBM/1/38.26.1/XII/12
BAP 14-0097,325/SBM/RMH/12.05,2014-02-06,IL.001/T-325/12
BAP 14-0097,325/SBM/RMH/12.05,2014-02-06,IL.003/T-325/12
BAP 14-0097,325/SBM/RMH/12.05,2014-02-06,IL.003/T-325/12
BAP 14-0097,325/SBM/RMH/12.05,2014-02-06,IL.003/T-325/12
BAP 14-0098,146/SBM/RMH/13.04,2014-02-13,146/SBM/1/38.26.1/V/13
BAP 14-0098,146/SBM/RMH/13.04,2014-02-13,146/SBM/1/38.26.1/V/13
BAP 14-0099,145/SBM/RMH/13.07,2014-02-11,145/SBM/1/36.26.1/V/13
BAP 14-0099,145/SBM/RMH/13.07,2014-02-11,IL.004/T-145/13
BAP 14-0099,145/SBM/RMH/13.07,2014-02-11,IL.004/T-145/13
BAP 14-0101,318/SBM/RMH/13.02,2014-02-11,318/SBM/1/26.26.1/X/13
BAP 14-0102,360/SBM/RMH/13.02,2014-02-13,360/SBM/1/35.26.1/XI/13
BAP 14-0103,361/SBM/RMH/13.02,2014-02-13,361/SBM/1/35.26.1/XI/13
BAP 14-0104,132/SBM/RMH/13.06,2014-02-13,132/SBM/1/27.26.1/V/13
BAP 14-0106,282/SPK/EST/13.06,2014-02-13,282/SPK/EST/CG/IX/13
BAP 14-0107,309/SPK/EST/13.04,2014-02-13,309/SPK/EST/CG/X/13
BAP 14-0107,309/SPK/EST/13.04,2014-02-13,IL.005/K-309/13
BAP 14-0108,283/SPK/EST/13.06,2014-02-13,283/SPK/EST/CG/IX/13
BAP 14-0109,377/SPK/EST/13.03,2014-02-13,377/SPK/EST/CG/XII/13
BAP 14-0110,378/SPK/EST/13.03,2014-02-13,378/SPK/EST/CG/XII/13
BAP 14-0111,104/SBM/RMH/13.04,2014-02-26,104/SBM1/38.26.1/IV/13
BAP 14-0113,265/SBM/RMH/13.06,2014-02-13,265/SBM/1/36.26.1/IX/13
BAP 14-0114,285/SBM/RMH/13.06,2014-02-13,285/SBM/1/36.26.1/IX/13
BAP 14-0115,310/SPK/EST/12.03,2014-02-18,310/SPK/EST/CG/XII/12
BAP 14-0115,310/SPK/EST/12.03,2014-02-18,IL.002/T-310/12
BAP 14-0115,310/SPK/EST/12.03,2014-02-18,IL.002/T-310/12
BAP 14-0115,310/SPK/EST/12.03,2014-02-18,IL.001/K-310/12
BAP 14-0115,310/SPK/EST/12.03,2014-02-18,VO.04-310/12
BAP 14-0115,310/SPK/EST/12.03,2014-02-18,VO.04-310/12
BAP 14-0115,310/SPK/EST/12.03,2014-02-18,VO.04-310/12
BAP 14-0115,310/SPK/EST/12.03,2014-02-18,IL.002/T-310/12
BAP 14-0116,245/SBM/RMH/12.05,2014-02-20,245/SBM/1/38.26.1/X/12
BAP 14-0116,245/SBM/RMH/12.05,2014-02-20,245/SBM/1/38.26.1/X/12
BAP 14-0116,245/SBM/RMH/12.05,2014-02-20,IL.003/K-245/12
BAP 14-0116,245/SBM/RMH/12.05,2014-02-20,IL.003/K-245/12
BAP 14-0116,245/SBM/RMH/12.05,2014-02-20,IL.004/K-245/12
BAP 14-0116,245/SBM/RMH/12.05,2014-02-20,IL.004/K-245/12
BAP 14-0116,245/SBM/RMH/12.05,2014-02-20,IL.007/T-245/12
BAP 14-0116,245/SBM/RMH/12.05,2014-02-20,IL.007/T-245/12
BAP 14-0117,292/SBM/1/38.26.1/4,2014-02-18,292/SBM/1/38.26.1/IX/13
BAP 14-0120,020/SBM/RMH/14.01,2014-02-18,020/SBM/1/27.26.1/II/14
BAP 14-0121,018/SBM/RMH/14.01,2014-02-17,018/SBM/1/27.26.1/II/14
BAP 14-0122,178/SPK/EST/13.06,2014-02-18,178/SPK/EST/CG/VI/13
BAP 14-0122,178/SPK/EST/13.06,2014-02-18,VO.006-178/13
BAP 14-0123,177/SPK/EST/13.06,2014-03-18,177/SPK/EST/CG/VI/13
BAP 14-0123,177/SPK/EST/13.06,2014-03-18,VO.006-177/13
BAP 14-0124,370/SBM/PRS/13.01,2014-02-18,370/SBM/1/1.4.4/XII/13
BAP 14-0125,266/SBM/RMH/13.02,2014-02-24,266/SBM/1/31.26.1/IX/13
BAP 14-0126,066/SBM/RMH/13.07,2014-03-20,066/SBM/1/31.26.1/III/13
BAP 14-0127,153/SBM/RMH/13.05,2014-02-24,153/SBM/1/27.26.1/V/13
BAP 14-0129,181/SBM/RMH/13.04,2014-02-20,181/SBM/1/38.26.1/VI/13
BAP 14-0129,181/SBM/RMH/13.04,2014-02-20,181/SBM/1/38.26.1/VI/13
BAP 14-0130,264/SBM/RMH/13.04,2014-02-20,264/SBM/1/38.26.1/IX/13
BAP 14-0131,229/SBM/RMH/13.04,2014-02-20,229/SBM/1/38.26.1/VIII/13
BAP 14-0132,071/SBM/RMH/12.07,2014-02-24,071/SBM/1/35.26.1/III/12
BAP 14-0132,071/SBM/RMH/12.07,2014-02-24,Add-01-071/12
BAP 14-0132,071/SBM/RMH/12.07,2014-02-24,IL.004/T-071/12
BAP 14-0133,238/SBM/RMH/12.07,2014-02-24,238/SBM/1/26.26.1/X/12
BAP 14-0133,238/SBM/RMH/12.07,2014-02-24,IL.001/T-238/12
BAP 14-0134,072/SBM/RMH/12.07,2014-02-24,072/SBM/1/27.26.1/III/12
BAP 14-0136,162/SBM/ME/12.03,2014-02-25,162/SBM/1/38.5.6/VII/12
BAP 14-0136,162/SBM/ME/12.03,2014-02-25,Add.01-162/12
BAP 14-0137,356/SBM/RMH/13.03,2014-02-25,356/SBM/1/38.26.1/XI/13
BAP 14-0139,191/SBM/KSL/13.01,2014-02-26,191/SBM/1/1.1.7/VII/13
BAP 14-0140,028/SBM/1/38.1.7/II/,2014-02-26,028/SBM/1/38.1.7/II/13
BAP 14-0140,028/SBM/1/38.1.7/II/,2014-02-26,IL.001/K-028/13
BAP 14-0141,116/SBM/RMH/13.07,2014-03-06,116/SBM/1/35.26.1/IV/13
BAP 14-0142,289/SBM/PRS/13.01,2014-03-03,289/SPK/EST/CG/IX/13
BAP 14-0145,390/SBM/RMH/13.02,2014-02-27,390/SBM/1/36.26.1/XII/13
BAP 14-0146,094/SBM/TMN/13.02,2014-02-27,094/SBM/1/31.12.5/IV/13
BAP 14-0146,094/SBM/TMN/13.02,2014-02-27,IL.001/K-094/13
BAP 14-0147,336/SBM/RMH/13.02,2014-02-27,336/SBM/1/38.26.1/X/13
BAP 14-0148,290/SBM/RMH/13.04,2014-02-27,290/SBM/1/36.26.1/IX/13
BAP 14-0149,373/SBM/RMH/13.01,2014-02-27,373/SBM/1/36.26.1/XII/13
BAP 14-0150,382/SBM/KSL/13.01,2014-02-27,382/SBM/1/1.1.8/XII/13
BAP 14-0151,226/SBM/RMH/13.05,2014-02-27,226/SBM/1/36.26.1/VII/13
BAP 14-0152,085/SBM/RMH/13.07,2014-03-12,085/SBM/1/35.26.1/IV/13
BAP 14-0153,125/SBM/PRS/13.03,2014-03-03,VO.001-125/13
BAP 14-0153,125/SBM/PRS/13.03,2014-03-03,VO.001-125/13
BAP 14-0154,293/SBM/PRS/13.03,2014-03-12,293/SBM//36.3.4/IX/13
BAP 14-0154,293/SBM/PRS/13.03,2014-03-12,293/SBM//36.3.4/IX/13
BAP 14-0154,293/SBM/PRS/13.03,2014-03-12,VO.001-293/13
BAP 14-0154,293/SBM/PRS/13.03,2014-03-12,VO.001-293/13
BAP 14-0155,268/SBM/RMH/13.04,2014-03-07,268/SBM/1/38.26.1/IX/13
BAP 14-0158,329/SBM/RMH/13.02,2014-03-04,329/SBM/1/38.26.1/X/13
BAP 14-0160,342/SBM/RMH/13.02,2014-03-04,342/SBM/1/38.26.1/X/13
BAP 14-0161,014/SBM/RMH/14.01,2014-03-06,014/SBM/1/38.26.1/II/14
BAP 14-0162,026/SBM/RMH/14.01   ,2014-03-06,026/SBM/1/38.26.1/II/14
BAP 14-0163,147/SBM/RMH/12.09,2014-03-06,147/SBM/1/5.26.1/VII/12
BAP 14-0163,147/SBM/RMH/12.09,2014-03-06,IL.006/T-147/12
BAP 14-0163,147/SBM/RMH/12.09,2014-03-06,IL.006/T-147/12
BAP 14-0163,147/SBM/RMH/12.09,2014-03-06,IL.006/T-147/12
BAP 14-0164,213/SBM/PRS/13.02,2014-03-06,213/SBM/1/36.11.4/VIII/13
BAP 14-0165,287/SPK/EST/13.02,2014-03-06,287/SPK/EST/CG/IX/13
BAP 14-0166,212/SPK/EST/13.02,2014-03-06,212/SPK/EST/CG/VII/13
BAP 14-0167,288/SPK/EST/13.02,2014-03-06,288/SPK/EST/CG/IX/13
BAP 14-0168,232/SBM/PRS/13.05,2014-05-08,232/SBM/1/5.13.4/VIII/13
BAP 14-0168,232/SBM/PRS/13.05,2014-05-08,VO.006-232/13
BAP 14-0168,232/SBM/PRS/13.05,2014-05-08,VO.006-232/13
BAP 14-0168,232/SBM/PRS/13.05,2014-05-08,VO.006-232/13
BAP 14-0169,105/SBM/RMH/13.04,2014-03-11,105/SBM/1/38.26.1/IV/13
BAP 14-0170,104/SBM/RMH/13.05,2014-03-20,104/SBM1/38.26.1/IV/13
BAP 14-0171,010/SBM/RMH/12.08,2014-03-10,010/SBM/1/36.26.1/12
BAP 14-0171,010/SBM/RMH/12.08,2014-03-10,IL.003/T-010/12
BAP 14-0171,010/SBM/RMH/12.08,2014-03-10,IL.008/T-010/12
BAP 14-0171,010/SBM/RMH/12.08,2014-03-10,IL.010/T-010/12
BAP 14-0172,049/SBM/RMH/12.09,2014-03-10,049/SBM/1/36.26.1/II/12
BAP 14-0172,049/SBM/RMH/12.09,2014-03-10,IL.006/T-049/12
BAP 14-0173,009/SBM/RMH/12.09,2014-03-10,009/SBM/1/36.26.1/I/12
BAP 14-0173,009/SBM/RMH/12.09,2014-03-10,IL.005/T-009/12
BAP 14-0173,009/SBM/RMH/12.09,2014-03-10,IL.006/T-009/12
BAP 14-0173,009/SBM/RMH/12.09,2014-03-10,IL.007/T-009/12
BAP 14-0174,055/SPK/EST/13.12,2014-03-10,055/SPK/EST/CG/III/13
BAP 14-0175,235/SPK/EST/13.02,2014-03-12,235/SPK/EST/CG/VIII/13
BAP 14-0175,235/SPK/EST/13.02,2014-03-12,VO.001-235/13
BAP 14-0175,235/SPK/EST/13.02,2014-03-12,VO.001-235/13
BAP 14-0176,362/SBM/RMH/13.03,2014-03-11,362/SBM/1/5.26.1/XI/13
BAP 14-0177,358/SBM/RMH/13.02,2014-03-12,358/SBM/1/5.26.1/XI/13
BAP 14-0178,305/SBM/RMH/13.03,2014-03-12,305/SBM/1/5.26.1/X/13
BAP 14-0179,371/SBM/PRS/13.01,2014-03-13,371/SPK/EST/CG/XII/13
BAP 14-0179,371/SBM/PRS/13.01,2014-03-13,VO.001-371/13
BAP 14-0180,167/SPK/EST/13.02,2014-03-13,167/SPK/EST/CG/VI/13
BAP 14-0181,269/SBM/RMH/13.06,2014-03-13,VO.007-269/13
BAP 14-0181,269/SBM/RMH/13.06,2014-03-13,VO.007-269/13
BAP 14-0182,145/SBM/RMH/13.08,2014-03-13,VO.007-145/13
BAP 14-0182,145/SBM/RMH/13.08,2014-03-13,VO.007-145/13
BAP 14-0185,025/SPK/EST/14.01,2014-03-13,025/SPK/EST/CG/II/14
BAP 14-0187,231/SBM/RMH/13.04,2014-03-13,231/SBM/1/5.26.1/VIII/13
BAP 14-0188,238/SBM/RMH/13.04,2014-03-13,238/SBM/1/26.26.1/VIII/13
BAP 14-0190,016/SBM/RMH/13.06,2014-03-13,016/SBM/1/38.26.1/I/13
BAP 14-0190,016/SBM/RMH/13.06,2014-03-13,IL.003/T-016/13
BAP 14-0190,016/SBM/RMH/13.06,2014-03-13,IL.003/T-016/13
BAP 14-0190,016/SBM/RMH/13.06,2014-03-13,IL.003/T-016/13
BAP 14-0191,285/SBM/RMH/13.07,2014-03-13,285/SBM/1/36.26.1/IX/13
BAP 14-0191,285/SBM/RMH/13.07,2014-03-13,VO.001-285/13
BAP 14-0191,285/SBM/RMH/13.07,2014-03-13,VO.001-285/13
BAP 14-0192,018/SBM/RMH/14.02,2014-03-18,018/SBM/1/27.26.1/II/14
BAP 14-0193,006/SPK/EST/14.02,2014-03-13,006/SPK/EST/CG/I/14
BAP 14-0193,006/SPK/EST/14.02,2014-03-13,006/SPK/EST/CG/I/14
BAP 14-0194,319/SBM/RMH/13.02,2014-03-20,319/SBM/1/36.26.1/X/13
BAP 14-0195,040/SPK/EST/14.01,2014-03-13,040/SPK/EST/CG/II/14
